segment_id,lat,lon,hour_of_day,lighting_score,crime_reports_30d,foot_traffic,sidewalk_present,past_accidents_1y,avg_speed_limit,cctv_present,safety_score,risk_level
SEG102200,23.006527255189337,72.56288480087261,9,8.527766432521394,2,0.005563657678340217,1,3,40,0,43.7,High
SEG102201,23.05153782868688,72.56239104856793,7,7.514178497388501,1,2.40996870023141,0,1,30,1,61.1,Medium
SEG102202,23.04921007199431,72.56632158294207,23,6.2821325970417075,4,9.713260954146154,0,1,30,1,55.1,Medium
SEG102203,23.010228593093164,72.54209028407163,12,9.076245775194833,4,4.557414566856495,1,0,30,0,74.2,Low
SEG102204,23.01777962364008,72.53956565237459,4,5.197368027342506,1,8.675776382445212,1,1,20,1,65.7,Medium
SEG102205,23.032319923605918,72.57402805089248,11,6.333568408536914,3,0.23729029710513494,1,1,40,0,45.4,Medium
SEG102206,23.039493428514884,72.55572484264387,6,4.1162055033186835,0,8.800578400597763,0,0,40,1,70.2,Low
SEG102207,23.024346080833816,72.54884393083401,17,3.2738420088074607,0,8.893960609265731,0,2,20,1,62.8,Medium
SEG102208,23.008596022707852,72.53204045529479,13,3.317117794612534,4,6.534326088092274,1,0,30,1,54.9,Medium
SEG102209,23.00572833215916,72.5849932823166,17,1.4831728171229275,2,1.162509051180467,0,0,40,1,49.9,Medium
SEG102210,23.05498709353029,72.53210137627991,22,7.965976506738514,2,8.760160788968959,0,3,60,1,40.0,High
SEG102211,23.025044366679392,72.57874890306542,17,0.5536808433354379,0,8.998638977792531,0,0,40,1,70.8,Low
SEG102212,23.047989246203166,72.55482925633491,8,6.7468524376452,2,2.010466959723404,0,0,60,1,57.3,Medium
SEG102213,23.026530680254602,72.56891470768281,4,8.644601928370358,3,9.40163667979247,0,0,40,1,71.1,Low
SEG102214,23.05072967012003,72.54609907004486,12,4.974283469853672,1,8.810415122486017,0,2,50,1,69.6,Medium
SEG102215,23.004826766052435,72.54010097830509,10,0.7020078184155021,2,2.0487644376282144,1,2,20,0,38.5,High
SEG102216,23.0062710555234,72.56467022005427,7,4.284174616368909,2,3.9382072200689477,1,2,40,0,55.2,Medium
SEG102217,23.05112977032483,72.57521515017201,19,3.4322660288234985,1,3.3667879523476065,0,1,30,0,59.5,Medium
SEG102218,23.052112117477463,72.54270706417144,21,9.855393192994308,1,4.98226392123734,0,0,50,0,70.8,Low
SEG102219,23.017309459610594,72.55836333158312,9,6.912652016189443,2,8.890002820395546,0,3,60,0,49.4,Medium
SEG102220,23.01953406878466,72.55890257306893,16,7.2135980482891995,2,8.743473563827973,0,0,50,0,62.0,Medium
SEG102221,23.02488476291591,72.54403864469016,23,5.15826918962231,1,1.7567272628918151,1,1,20,0,48.7,Medium
SEG102222,23.0228888924037,72.56672821400639,0,7.094142544420965,2,5.511328322855325,1,0,40,1,66.3,Medium
SEG102223,23.010452486877778,72.53948581964082,8,7.225709767221682,4,5.340341813698625,1,0,50,1,56.7,Medium
SEG102224,23.049410646116666,72.56313369626571,17,0.6635888074610485,2,4.503982852085963,0,1,20,1,48.7,Medium
SEG102225,23.01393191803881,72.53737304823879,11,2.2260652447727036,3,7.147097973899385,1,2,30,0,35.0,High
SEG102226,23.03878998252127,72.56156025657559,19,0.12967555428886057,0,6.459697189782173,1,2,50,1,62.3,Medium
SEG102227,23.003693562275423,72.55025393856691,11,5.098074059285719,2,2.7510752383006842,1,0,30,0,64.7,Medium
SEG102228,23.002131323234064,72.5593960089853,1,8.757998548360264,2,3.4817141981981603,0,0,20,1,59.8,Medium
SEG102229,23.03595517599173,72.5581937083638,10,6.095545346953283,1,8.883682797153057,1,1,60,1,77.5,Low
SEG102230,23.01864587216653,72.5890156529832,9,5.002075278077093,2,3.257718971745444,1,1,80,0,48.9,Medium
SEG102231,23.0360502665996,72.56184581399717,20,9.259658476106399,2,4.440853167561548,1,4,30,1,64.0,Medium
SEG102232,23.005171166119286,72.583202428752,3,1.722185110217539,3,9.728966619921255,1,0,80,1,46.4,Medium
SEG102233,23.052241825895372,72.54466740553926,3,0.7460430815768571,1,8.57280852453709,0,2,60,0,36.3,High
SEG102234,23.04116829567912,72.55288538165122,3,9.173057364097177,3,6.989629389688471,0,2,40,1,47.1,Medium
SEG102235,23.04819469781642,72.53488080974115,13,9.027817549188132,2,3.0402272121450435,0,2,50,0,53.1,Medium
SEG102236,23.007505880472447,72.5573486066634,23,6.829724862129495,1,6.287499910022866,1,1,60,0,65.3,Medium
SEG102237,23.017608853289108,72.57346549265986,14,2.4597916209605195,2,6.420202279583219,0,2,50,0,39.7,High
SEG102238,23.02025892903135,72.58448085721712,19,9.697640247043708,3,4.115621416645339,0,3,30,1,58.4,Medium
SEG102239,23.029544495657976,72.56678446926695,20,7.653463518038267,0,0.361184936115827,0,0,30,1,67.8,Medium
SEG102240,23.016327766702908,72.57160472352355,14,6.738945835846692,3,3.665284759653953,1,1,40,1,73.1,Low
SEG102241,23.003334690820417,72.54152236004511,14,2.2291132401544775,2,5.081334726024616,0,0,30,1,59.3,Medium
SEG102242,23.02028831094056,72.53241839248517,5,5.130891716331156,4,9.50142175409224,0,0,20,0,46.0,Medium
SEG102243,23.014000212304502,72.58145972943653,23,8.225762412969997,3,7.274959949912837,0,1,40,1,62.1,Medium
SEG102244,23.021225671030475,72.54085748348369,18,8.60260224732286,3,1.079266523584279,0,0,30,0,53.3,Medium
SEG102245,23.0108327748441,72.53592601980964,20,5.61430115801268,3,3.014223036568373,0,1,20,0,53.9,Medium
SEG102246,23.01440430060106,72.59094155085893,23,5.227938437192642,5,5.216838821607692,0,0,60,1,40.8,High
SEG102247,23.034482378723773,72.59262888866384,8,6.976838283076406,4,4.511152755319073,1,0,30,1,78.0,Low
SEG102248,23.021348460901795,72.57005672395417,3,5.282488443124729,2,0.051226938147534984,0,0,40,0,38.1,High
SEG102249,23.018996086624323,72.55461142272468,20,4.176810380656609,7,9.351000021083623,0,0,40,0,43.8,High
SEG102250,23.02936480979973,72.58416057016267,11,0.8541901142438868,3,9.040397882686667,1,0,80,1,43.8,High
SEG102251,23.042452329746414,72.5433067973568,23,1.2604967571558012,4,9.237445704391959,0,1,30,1,35.3,High
SEG102252,23.020837737599138,72.55791050128293,16,7.602754682006674,1,4.285548497218471,1,0,30,1,79.2,Low
SEG102253,23.032313572090573,72.55320612443504,6,0.24664064624268067,3,8.333755069284413,1,2,40,0,41.7,High
SEG102254,23.053141144395248,72.58932549939821,8,0.5230502579760865,0,7.085372708675331,1,3,40,0,46.1,Medium
SEG102255,23.028708906276492,72.58978553199854,14,9.046435780864176,2,5.117449426979662,0,0,50,0,73.3,Low
SEG102256,23.050038866708466,72.57230758521104,9,7.039971134546849,0,0.7713217875947476,1,1,30,0,64.5,Medium
SEG102257,23.043651994334102,72.53719810911772,6,0.042127219141461225,2,1.6785199531466244,0,2,30,0,30.2,High
SEG102258,23.00322952749076,72.5613425313278,5,3.1204337435487273,4,2.382331070592846,1,4,20,0,14.0,High
SEG102259,23.02360043793081,72.54594634380456,15,7.633184605955448,4,8.959106844563033,0,2,50,1,55.5,Medium
SEG102260,23.038407512432773,72.58751951810699,0,4.1760079997725565,1,6.653682391243735,0,3,30,0,34.6,High
SEG102261,23.054269155184652,72.53899618193606,2,4.687978228581117,2,9.830309923541927,1,1,30,0,60.4,Medium
SEG102262,23.025210696013882,72.53353016793095,1,4.587990610460554,4,5.664319810610908,1,2,40,1,45.1,Medium
SEG102263,23.005103199976972,72.57578788718075,17,2.0213440325904064,1,0.8470470896089244,1,2,30,0,38.8,High
SEG102264,23.030910504609206,72.55946359487292,0,7.213914378982609,4,4.777631716562736,0,1,20,0,42.9,High
SEG102265,23.00696100856682,72.5844937176942,10,1.0300633052136965,2,1.1178445308400498,0,2,30,1,37.0,High
SEG102266,23.041333575815365,72.53485092602601,2,5.072511055466711,1,9.013632747600614,1,1,60,0,56.9,Medium
SEG102267,23.027922234860398,72.5820699486195,14,1.6995582745936177,1,2.784343250314186,1,0,40,0,45.9,Medium
SEG102268,23.03978872526075,72.53242675893488,0,0.46532809577156,2,1.97269889617396,0,2,40,1,23.1,High
SEG102269,23.04781490047832,72.5318245507744,0,1.432438844471683,3,5.116316049980242,1,1,40,0,25.0,High
SEG102270,23.034592140943953,72.55998552386252,9,8.693349363117417,0,8.070868250080443,1,1,80,0,70.9,Low
SEG102271,23.033684163108926,72.54438393382924,16,1.7614766478046118,0,5.103480311335376,1,0,20,0,62.0,Medium
SEG102272,23.04150136624918,72.56859171595542,2,2.7836920901235054,3,0.38216594679741367,0,0,30,1,31.9,High
SEG102273,23.046335025079898,72.53167810462375,11,1.3809478822040622,6,7.429555255751136,1,1,60,0,27.2,High
SEG102274,23.047797958245233,72.5323003202536,19,7.355451016577587,5,0.34071335956449955,0,1,40,0,29.6,High
SEG102275,23.002003660762558,72.57726465225117,15,4.454491672565015,3,6.043783881926242,1,1,80,1,54.6,Medium
SEG102276,23.03059046632388,72.543660735562,18,9.436350386450709,2,6.169334709274117,0,1,50,0,67.2,Medium
SEG102277,23.011894812038864,72.57266711303795,7,6.643245822479024,2,2.085193936039691,0,2,50,0,48.3,Medium
SEG102278,23.047319023992998,72.57874494049754,22,5.3138922048677175,1,4.4657533595549115,1,1,40,0,48.1,Medium
SEG102279,23.035661872686184,72.53385652577212,3,6.566309316281679,2,0.06191888566888237,0,0,20,0,44.5,High
SEG102280,23.023112236346783,72.58003400704017,14,0.40425383209664156,2,2.836793541084326,0,2,60,1,34.5,High
SEG102281,23.010345732546675,72.54744737916748,10,9.506602601286904,1,6.193512317113385,0,1,40,1,72.6,Low
SEG102282,23.01864629942559,72.55532048728298,0,9.564296104172481,3,2.841693733870023,1,1,20,1,57.6,Medium
SEG102283,23.03870777319971,72.5356315474992,22,2.7613986855552963,3,0.47630977719275713,0,0,30,0,32.8,High
SEG102284,23.01123977498664,72.58451094891872,16,6.282954827431336,0,6.7426410016304885,0,1,30,1,77.3,Low
SEG102285,23.00514706199361,72.56644737111118,5,2.019152441398746,7,7.423951886134058,1,1,30,1,27.6,High
SEG102286,23.048841581702515,72.56280324306006,1,5.474717946004589,0,8.629862761990557,1,2,20,0,64.2,Medium
SEG102287,23.042031569226907,72.59295606270868,16,7.707892391243933,3,8.755459620675097,0,2,30,1,73.0,Low
SEG102288,23.010988721186198,72.55174287439614,13,9.398217248053921,4,4.96316820219131,0,0,60,0,59.0,Medium
SEG102289,23.01607713488865,72.58790065362099,1,3.3921692326567188,3,4.073590831731389,1,1,40,0,36.4,High
SEG102290,23.053463859742198,72.5767797122692,23,6.935052630427615,1,5.858651855186972,1,0,30,1,72.1,Low
SEG102291,23.03895014677175,72.5903543288304,17,7.164271143471794,1,7.926690899941252,1,2,20,1,72.4,Low
SEG102292,23.03357871023176,72.58900713342956,11,2.211488011647412,1,4.753321768619117,1,1,50,1,60.6,Medium
SEG102293,23.016919566698327,72.5944169373267,5,6.290321314933922,3,9.951667853874367,0,3,50,1,39.7,High
SEG102294,23.016451882929157,72.53855898888241,6,6.554212891877766,4,6.375156130061245,0,0,20,0,55.4,Medium
SEG102295,23.00217379902796,72.58174106548596,10,7.640761063460343,2,3.0810656340858977,0,1,80,0,40.5,High
SEG102296,23.040066502679608,72.58229213307159,1,9.999472574545337,3,7.937091133990731,0,0,30,1,63.3,Medium
SEG102297,23.00237463737813,72.5718842793316,8,0.40232369426480563,3,1.5076629703282596,0,0,30,0,23.7,High
SEG102298,23.00026715357775,72.54812596228548,5,2.0230504367755806,1,9.357871534686058,0,3,30,1,37.5,High
SEG102299,23.040122229832352,72.59273463765584,2,1.4507843191974068,3,3.40351927461247,0,2,80,0,7.2,High
SEG102300,23.052188056643203,72.54328743896286,3,1.5443405242070252,5,6.8504766216475135,0,2,60,1,22.5,High
SEG102301,23.041607667625,72.5624723995933,8,4.54248660621965,3,6.253081889647982,0,2,40,0,45.2,Medium
SEG102302,23.02594021048434,72.56389666233325,9,8.785365566129373,6,0.9587308781114423,1,3,40,1,39.2,High
SEG102303,23.026732488725848,72.54051890741434,8,4.48723269067755,6,7.2161970815608365,0,3,30,0,36.2,High
SEG102304,23.0239875032457,72.57696437345166,16,6.684803978344132,3,3.118186752025541,0,3,30,1,31.7,High
SEG102305,23.01785540169107,72.53577636567172,12,3.764991425302191,2,3.811808893438479,1,1,30,0,57.1,Medium
SEG102306,23.028694281780222,72.57505135562504,4,3.1966331531111516,1,0.9652446208773513,0,1,60,1,34.3,High
SEG102307,23.02371330264276,72.58516000725889,23,8.342351848290422,0,8.100843395034236,0,5,50,1,52.5,Medium
SEG102308,23.032899233402244,72.55271076763036,17,6.5554751011841965,2,8.602720975598855,1,0,40,1,73.6,Low
SEG102309,23.04939660442756,72.57611235255895,11,3.50895288082536,0,1.3426731946501613,1,1,80,0,45.1,Medium
SEG102310,23.05472551795281,72.54019031052961,1,9.14160261247165,1,8.1261229022332,0,1,30,0,62.6,Medium
SEG102311,23.00433088094356,72.58498668509444,21,4.985115651176447,4,8.979996048905454,0,1,20,1,43.8,High
SEG102312,23.021157590996374,72.59188206040596,17,1.882747472992885,2,0.9729426895047466,0,2,30,0,43.4,High
SEG102313,23.009938840767173,72.53992509007749,11,4.832218624676812,1,9.974279106353233,0,0,80,0,63.1,Medium
SEG102314,23.019366626065903,72.5749708658082,3,6.746994379334757,1,0.0455034186988168,1,1,20,1,60.0,Medium
SEG102315,23.015811016020162,72.56287902127617,2,3.671125892561623,2,8.424056860952467,0,3,20,1,46.6,Medium
SEG102316,23.009599542239474,72.5645474565691,6,8.437847362753935,1,5.582907053461259,0,2,30,0,58.9,Medium
SEG102317,23.04202418293817,72.57592183170904,5,5.3314398060610095,3,9.572835950518193,1,1,80,1,48.4,Medium
SEG102318,23.027295880855608,72.56176813245686,5,4.677647799344663,4,3.3809991823675256,1,1,30,0,36.3,High
SEG102319,23.050558507021947,72.56902121548116,9,8.587114232637186,3,3.60847958575493,1,0,50,0,68.2,Medium
SEG102320,23.001792584378585,72.54500856626174,1,4.62917806466153,3,8.403778552620922,0,0,60,1,51.5,Medium
SEG102321,23.00368379072226,72.55460292877176,7,4.144101418508165,4,7.106859987905235,0,2,50,0,47.8,Medium
SEG102322,23.02218004706117,72.58624062275464,20,1.0371639533349597,2,6.005184179734751,1,0,20,1,68.9,Medium
SEG102323,23.004415252622223,72.53714366325714,20,3.6249187885696523,3,6.443846056750427,1,1,30,0,59.3,Medium
SEG102324,23.014450127802817,72.56884239196069,0,3.9704830056308174,0,6.826381183697534,0,2,30,0,52.8,Medium
SEG102325,23.054231635869215,72.54197865904527,16,1.806223192244898,2,0.4784164602902141,0,2,50,0,33.2,High
SEG102326,23.011492778411654,72.58502507386501,23,5.878232017131677,4,1.1778336215644891,0,1,50,0,21.6,High
SEG102327,23.010896475777663,72.56763785700048,13,1.438420705503477,3,1.8125681945372885,1,1,30,0,31.4,High
SEG102328,23.031550236783765,72.55619817087357,9,2.2368978860389097,4,1.7678693414188718,0,3,30,1,22.1,High
SEG102329,23.027389905993623,72.54623860378737,11,5.610919857251407,0,8.429066820353853,1,3,30,1,67.0,Medium
SEG102330,23.031924106346157,72.55839490544733,5,2.689835647247371,1,3.945098139815122,0,1,40,1,36.8,High
SEG102331,23.02072044030147,72.59224480118492,9,6.396683101283534,1,4.894240682344277,0,1,30,1,69.5,Medium
SEG102332,23.04547192979422,72.56309860383334,22,6.905131329207045,1,0.8939670232222341,0,0,80,1,42.4,High
SEG102333,23.007621930329336,72.56051681956049,14,3.012904106066503,2,8.705930729464571,0,0,30,0,66.4,Medium
SEG102334,23.02356159552128,72.57850779787752,10,0.8738768149671994,2,0.1026353500661803,0,1,20,0,35.9,High
SEG102335,23.037936901664423,72.55463805960407,2,4.894518338289183,5,0.8329610310830193,0,0,40,1,30.8,High
SEG102336,23.047753004215558,72.55778255674225,21,0.9289842009181715,1,8.121093724157546,1,2,60,1,35.8,High
SEG102337,23.02032643834962,72.55190160255215,3,5.152356815238681,1,1.3059705423466594,1,2,30,1,41.4,High
SEG102338,23.031226007950156,72.5398097840964,17,7.262178421289601,2,7.933577388750694,0,0,50,1,65.7,Medium
SEG102339,23.0038026969754,72.57639759892317,7,6.203297914708034,1,3.5041756424851576,0,1,40,0,61.2,Medium
SEG102340,23.00936754984615,72.58674700940243,6,4.482676412120176,3,7.7609790036064075,0,2,40,1,62.6,Medium
SEG102341,23.003802598935636,72.58886352220078,4,9.458585478975476,2,0.5035534245901152,1,3,40,1,45.9,Medium
SEG102342,23.04003344905992,72.58725219097245,9,1.0174723308217049,2,3.4126201856570537,0,0,60,1,45.9,Medium
SEG102343,23.01584329827972,72.55936594715847,16,8.800015069119313,4,4.812738868123852,1,1,40,0,58.8,Medium
SEG102344,23.039805990960552,72.5484643024932,9,8.00128872641203,2,6.257045109059723,0,2,30,1,65.7,Medium
SEG102345,23.00365190534738,72.57146504372405,0,4.197385803645846,1,8.362200640425328,0,0,50,1,65.9,Medium
SEG102346,23.04744012902246,72.5920558192739,6,1.5286717190071442,5,2.444686699448334,1,0,20,0,39.9,High
SEG102347,23.04595416089611,72.57725829213096,3,1.5586678577764124,1,6.588884410122999,1,1,30,1,55.4,Medium
SEG102348,23.004891080867765,72.56216515650335,9,9.218057607427973,2,1.517704364489717,1,2,30,0,67.5,Medium
SEG102349,23.001306607855145,72.57477255734338,21,2.337046642782601,2,7.9516797094806915,0,1,40,0,45.5,Medium
SEG102350,23.00309588471401,72.58021496430953,23,8.741157079878286,1,9.332212052837942,0,1,60,0,62.9,Medium
SEG102351,23.04694965952307,72.58975250198633,23,5.032952199302889,3,0.4727946415734263,1,0,40,0,39.2,High
SEG102352,23.012908691897856,72.57960902400819,2,4.617346367273666,0,0.7985807639986531,1,0,40,0,49.7,Medium
SEG102353,23.0301550324822,72.55815738611633,11,6.195112675838207,3,7.875408190639126,1,3,20,1,65.4,Medium
SEG102354,23.023443431174904,72.54778442370025,1,2.1503908289323292,1,8.802300326942568,0,2,80,0,30.2,High
SEG102355,23.043753903942573,72.56249230820742,11,4.28370674059694,5,6.482177596804094,0,1,30,0,44.9,High
SEG102356,23.026889406580885,72.55133156639936,13,9.384844388049299,5,4.611871460997784,1,2,30,0,60.0,Medium
SEG102357,23.02753634623637,72.5912796985247,18,2.382569289787498,2,7.6906695946116,0,1,60,1,44.1,High
SEG102358,23.054400056672495,72.56301777982425,8,9.215835588797518,2,2.9970931257835143,1,2,60,1,54.0,Medium
SEG102359,23.00825712562121,72.56068366183766,0,9.942096966091787,1,9.917542296049737,1,0,30,1,89.9,Low
SEG102360,23.045688716631027,72.55263275418007,10,0.5190718807549677,3,8.479933571521636,1,2,40,0,47.1,Medium
SEG102361,23.002846236008214,72.57156145436895,10,5.313791225913715,4,8.871330153399391,1,1,50,0,59.4,Medium
SEG102362,23.026270682326512,72.56380333311036,14,1.7181929969368859,2,8.548827185041727,0,0,20,1,59.9,Medium
SEG102363,23.048748415316314,72.53838817998839,2,6.217142559566772,2,9.328860499311208,0,3,80,0,40.2,High
SEG102364,23.036586768108226,72.58649850770398,14,9.895426432148756,2,0.6449469075396752,0,1,30,1,75.1,Low
SEG102365,23.03768680406514,72.55333583408935,9,8.968808954182059,2,9.086277635883057,1,0,40,1,86.6,Low
SEG102366,23.014482450524106,72.55811759794727,17,9.248484616063536,5,2.4860276475156673,1,0,20,0,59.1,Medium
SEG102367,23.02302161352488,72.54336835868314,23,2.1334981331209937,1,3.5917295039844124,1,1,20,1,49.4,Medium
SEG102368,23.020161958492448,72.56597088349517,5,5.423195988893015,2,3.7057031030745504,0,0,20,0,48.8,Medium
SEG102369,23.02867937655869,72.57563357905785,18,2.348310163949506,0,2.3243385954240106,1,2,30,1,62.2,Medium
SEG102370,23.0254225361579,72.58727574584069,3,8.994247075776512,0,4.384258477151618,1,1,60,0,64.5,Medium
SEG102371,23.017979409353234,72.5333544982232,23,1.9115399307424652,3,5.055199663656041,0,1,40,0,26.4,High
SEG102372,23.016801433680413,72.59326657413045,11,1.5395891240919979,5,1.4866414544821394,1,2,30,1,26.4,High
SEG102373,23.01379690904103,72.57574815323132,17,0.12162631714018768,4,3.5951883514508367,0,1,40,1,24.1,High
SEG102374,23.020077598578663,72.54847941448675,18,1.8194786008662167,5,3.4814645953642276,0,2,30,0,30.5,High
SEG102375,23.008246781286374,72.54329085907591,14,1.8976284685453282,2,6.746703884186606,0,2,40,0,45.7,Medium
SEG102376,23.047965736610195,72.54924571471255,9,0.7749018752561165,0,5.8078381488845405,1,0,40,1,67.6,Medium
SEG102377,23.033116566550838,72.58692217385831,18,8.67741103413159,3,7.161091867175343,0,0,30,0,72.8,Low
SEG102378,23.007358253407663,72.54894036125773,11,7.79997808696124,4,7.839435227425647,1,2,50,1,62.1,Medium
SEG102379,23.038162263381494,72.56008337374622,15,2.544814973472568,1,6.670061017465834,0,0,30,0,53.0,Medium
SEG102380,23.046621655739887,72.57587297352575,14,7.832577033112026,0,2.4124432671349947,0,0,50,1,66.7,Medium
SEG102381,23.013064461962873,72.58667934114206,11,4.221645467967983,0,5.021195771361919,0,1,40,1,64.2,Medium
SEG102382,23.00828303268855,72.5728071255525,2,7.755203093481845,3,4.665748893206568,0,0,30,1,55.9,Medium
SEG102383,23.000473949142357,72.57895209777473,7,3.2300765183517353,5,0.7405019413171587,1,0,30,1,43.8,High
SEG102384,23.002598768637107,72.54126624175923,22,5.6465422648787715,4,8.944816048407382,1,2,30,0,54.1,Medium
SEG102385,23.041923824156694,72.58703150879992,12,3.8161054195416853,3,0.9143535663262148,0,1,60,1,36.0,High
SEG102386,23.054295248262292,72.54792174693517,15,1.8767581702346914,2,9.76442588765872,0,2,50,1,48.3,Medium
SEG102387,23.002468417736196,72.53834458066368,6,5.856328840020008,3,0.317458565587424,0,1,80,1,38.5,High
SEG102388,23.041143902749393,72.59345587887215,16,7.508307999778511,1,7.296788497500709,1,0,50,1,78.1,Low
SEG102389,23.00395241912125,72.54310659515453,11,7.531071245941488,1,2.8757450255369497,1,2,60,0,58.2,Medium
SEG102390,23.032567305369703,72.53888237805506,5,3.5628941831924354,2,9.04716836916282,0,0,30,1,55.0,Medium
SEG102391,23.04158414053355,72.57069135850662,3,5.18711768405828,1,8.240319182863795,1,0,40,1,71.3,Low
SEG102392,23.019756241849727,72.55072610471724,9,7.637785985850863,4,0.25010902982738337,0,0,30,1,53.6,Medium
SEG102393,23.000601409661087,72.53866769833674,13,0.5449759452259084,3,0.2195067247159843,1,0,60,1,36.9,High
SEG102394,23.032735414366897,72.56907287261903,6,0.7188833330086031,1,6.031910324399721,0,0,80,1,53.1,Medium
SEG102395,23.0545184545477,72.57933403976945,5,3.762227399720773,1,1.495915861664785,1,3,50,1,36.2,High
SEG102396,23.014168958256118,72.58155789432347,6,2.234716010289668,1,0.1415863482391333,0,0,50,0,52.7,Medium
SEG102397,23.010422020245297,72.5401083190658,7,3.7464601955022037,0,9.677620586651221,0,1,60,1,73.5,Low
SEG102398,23.006815924101442,72.5661963594161,17,0.9375307985962356,2,6.328625278347594,1,1,20,1,58.0,Medium
SEG102399,23.030539059094504,72.5828890940943,11,5.920080306752875,3,0.10832673025785611,1,2,40,0,38.3,High
SEG102400,23.032804480464815,72.54047065574257,11,6.717405059943545,5,4.90519778721512,0,1,50,0,44.7,High
SEG102401,23.043574896044372,72.5434993463651,3,7.918405078939062,5,1.5753682928938617,1,0,40,0,48.0,Medium
SEG102402,23.041419030049127,72.53015674083306,13,6.505229380753269,1,8.051821253798714,1,2,40,1,79.0,Low
SEG102403,23.04908978221373,72.5641012201657,23,3.963813950060758,3,0.2868210185044273,0,0,30,1,32.5,High
SEG102404,23.044317498408827,72.54265431029603,17,9.349282248178577,1,3.7091601813825923,1,0,30,1,89.0,Low
SEG102405,23.013599689569368,72.57707576742224,10,7.263320160279905,3,2.3802832252368358,0,4,60,0,30.6,High
SEG102406,23.030573257268166,72.59254390061514,7,5.276812458267756,4,9.808730371338358,1,3,50,1,59.2,Medium
SEG102407,23.016357657750145,72.54356910678494,8,2.068504083355922,1,0.7811161299265845,1,1,40,0,47.4,Medium
SEG102408,23.018138195875334,72.57219130576463,0,6.489749867362157,3,7.1988913180703165,0,0,20,1,62.1,Medium
SEG102409,23.05125694030765,72.5437692399948,0,5.917205250859561,4,4.7802789864799236,0,0,20,1,43.4,High
SEG102410,23.037504274778687,72.53117044583368,18,6.833299989375465,2,8.164898799006625,0,0,40,0,75.4,Low
SEG102411,23.053602472728812,72.57930602262395,20,7.811247653083012,4,2.1424455739857375,0,1,30,1,46.7,Medium
SEG102412,23.02293018951953,72.5582103039823,23,9.15049618978224,2,8.552951179479047,1,0,30,1,80.7,Low
SEG102413,23.029559066534468,72.59154114599845,15,9.490565913581458,4,9.50367248108196,0,1,20,0,69.1,Medium
SEG102414,23.026791348095404,72.56472858233933,22,6.301855021255962,2,2.131075250794293,0,0,30,1,48.5,Medium
SEG102415,23.005900788163807,72.54023638648341,9,9.659560357533433,6,2.427448316571036,1,0,20,0,62.2,Medium
SEG102416,23.013018609698964,72.55923533871682,6,9.114223990005675,3,9.636675760751219,1,2,50,1,75.0,Low
SEG102417,23.029019999833245,72.54318796666239,5,0.026143570152210582,1,4.341273702892766,1,0,40,0,29.2,High
SEG102418,23.003705586782317,72.58707190272463,5,6.376174662460078,2,8.352431090868885,1,2,40,1,57.5,Medium
SEG102419,23.051230406111987,72.57490870675768,17,1.7846940983406356,4,8.42429525778521,1,1,80,0,38.4,High
SEG102420,23.006811402506884,72.55218052230255,0,2.951926544584984,0,3.1085255789066704,1,0,40,1,63.0,Medium
SEG102421,23.01088894105293,72.56430832098246,22,2.9750019973558883,2,1.7878506778968972,1,1,60,0,24.1,High
SEG102422,23.042092667316624,72.57351621223384,18,4.831296396371075,2,3.665302645421545,0,1,30,1,66.6,Medium
SEG102423,23.00533139979841,72.58088575158195,9,0.10866177993366422,3,5.919028310395791,1,0,30,0,54.1,Medium
SEG102424,23.049515295478848,72.53520956864159,16,2.357964080246565,1,4.970857476445593,1,2,30,1,56.1,Medium
SEG102425,23.039913553389738,72.53146372472969,3,0.2912095695983663,3,7.367969134783503,0,3,80,1,12.0,High
SEG102426,23.003774147140987,72.53743942531604,10,6.505585657192379,2,5.488089993025741,0,3,60,1,45.9,Medium
SEG102427,23.03805158837071,72.55567476016121,2,8.892875786928332,1,8.055148031130226,0,0,40,0,71.5,Low
SEG102428,23.034739569819422,72.56033592965534,2,9.977886598319321,1,1.0393786239539304,1,3,60,0,39.3,High
SEG102429,23.041654218800694,72.5388700059639,0,4.4855689178209746,3,4.3909447292939285,1,1,30,0,41.5,High
SEG102430,23.045550881886914,72.55672495396348,19,2.601411102941528,1,0.16062756315096016,1,3,40,0,29.7,High
SEG102431,23.039509280974524,72.55870548111352,17,8.531035967306924,5,1.20807110129582,1,1,30,1,58.8,Medium
SEG102432,23.032239696239902,72.53709084763904,21,1.131585175404728,2,3.31507286831234,0,2,40,0,21.5,High
SEG102433,23.017735482522,72.58958289741273,23,9.742389810561408,1,9.015130176720183,1,1,30,0,74.7,Low
SEG102434,23.038350051400645,72.5689444852932,23,7.148374547182023,2,3.8015527049317654,1,2,40,1,49.6,Medium
SEG102435,23.052633437154693,72.55525480947966,23,5.039346653674142,3,2.7346678136573987,1,2,40,1,34.2,High
SEG102436,23.032313697929087,72.56294896692569,0,0.9665053732423334,0,6.707885892435078,0,0,40,0,49.2,Medium
SEG102437,23.036538967763885,72.55042283662047,18,0.18195935709771405,2,7.034710071574506,1,0,30,0,50.7,Medium
SEG102438,23.02404204232099,72.58553151705689,17,5.445321974819391,1,4.813286203599657,0,1,40,0,63.4,Medium
SEG102439,23.04158664453587,72.56737597770196,3,4.138505074400214,1,2.885187490169403,0,1,30,0,41.6,High
